country,alpha_2_code_x,alpha_3_code_x,numeric_code_x,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age,alpha_2_code_y,alpha_3_code_y,numeric_code_y,year,"Population, total",GDP per capita (constant 2015 US$),GNI (current US$),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Military expenditure (% of GDP),Fossil fuel energy consumption (% of total),GDP growth (annual %),"Birth rate, crude (per 1,000 people)","Hospital beds (per 1,000 people)"
"Congo, the Democratic Republic of the",CD,COD,180,Moderate food poverty,2013,52.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CD,COD,180,2013,75789395,427.4585204,29868626862,0.808223101,57.762,1.146177977,4.17663824,8.481956636,44.229,
Nepal,NP,NPL,524,Moderate food poverty,2006,52.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2006,26565425,617.4776386,9112239664,6.920335807,65.868,1.749109863,8.831053568,3.364614781,24.982,0.26
Rwanda,RW,RWA,646,Moderate food poverty,2015,52.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,RW,RWA,646,2015,11640022,733.998585,8381415488,2.528502842,65.298,1.213694733,,8.856855597,31.833,0.74
Guinea-Bissau,GW,GNB,624,Moderate food poverty,2014,52.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GW,GNB,624,2014,1741122,623.6101591,1172586040,-1.509244606,58.61,1.893804361,,0.964525746,36.472,
Mongolia,MN,MNG,496,Moderate food poverty,2016,52.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MN,MNG,496,2016,3088856,3817.919627,10260106002,0.733272227,69.865,0.863910995,,1.489784487,25.365,7.58
Cameroon,CM,CMR,120,Moderate food poverty,2018,52.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CM,CMR,120,2018,24806383,1461.0197,39216305348,1.068858113,61.18,1.076009818,,3.955514239,36.716,
Haiti,HT,HTI,332,Moderate food poverty,2017,52.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,HT,HTI,332,2017,10817754,1432.672286,15151864668,10.68008872,63.854,0.043645926,,2.510271345,24.98,
Zambia,ZM,ZMB,894,Moderate food poverty,2018,52.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZM,ZMB,894,2018,17973569,1321.250457,25904703273,7.494571927,62.342,1.437498751,,4.034493897,36.04,
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2015,52.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZW,ZWE,716,2015,14399013,1386.422847,17604879500,-2.430968424,59.591,1.886308779,,2.023649996,33.96,
Cambodia,KH,KHM,116,Moderate food poverty,2010,52.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KH,KHM,116,2010,14500726,1155.852369,13409374659,3.996395281,67.712,1.493096881,30.05983124,5.076918432,23.669,0.81
Haiti,HT,HTI,332,Moderate food poverty,2006,52.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,HT,HTI,332,2006,9216562,1305.038138,7645355508,11.34521522,60.763,,19.38001494,1.768750603,28.613,
Nepal,NP,NPL,524,Moderate food poverty,2011,52.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2011,27464494,742.6172527,21678317046,9.227075461,67.313,1.350672855,12.98683099,3.421808701,22.372,0.26
Nepal,NP,NPL,524,Moderate food poverty,2011,52.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2011,27464494,742.6172527,21678317046,9.227075461,67.313,1.350672855,12.98683099,3.421808701,22.372,0.26
Liberia,LR,LBR,430,Moderate food poverty,2013,52.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LR,LBR,430,2013,4470239,717.0072804,2875704600,7.577306817,59.943,1.081236773,,8.687287816,36.138,
Malawi,MW,MWI,454,Moderate food poverty,2010,52.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MW,MWI,454,2010,14826463,508.0886505,10021166894,7.411590929,56.381,0.718201024,,6.874065854,40.825,
Nepal,NP,NPL,524,Moderate food poverty,2011,52.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2011,27464494,742.6172527,21678317046,9.227075461,67.313,1.350672855,12.98683099,3.421808701,22.372,0.26
Haiti,HT,HTI,332,Moderate food poverty,2012,52.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,HT,HTI,332,2012,10069771,1354.885461,13763468551,5.018041554,62.291,,18.04955731,0.502424404,26.595,
Kiribati,KI,KIR,296,Moderate food poverty,2009,52.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KI,KIR,296,2009,106467,1340.275721,190501005.5,9.816438845,64.892,,,0.536786756,30.578,1.5
Cambodia,KH,KHM,116,Moderate food poverty,2010,52,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KH,KHM,116,2010,14500726,1155.852369,13409374659,3.996395281,67.712,1.493096881,30.05983124,5.076918432,23.669,0.81
Cameroon,CM,CMR,120,Moderate food poverty,2014,52,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CM,CMR,120,2014,22059893,1381.819385,35703010550,1.854898504,58.935,1.104979623,38.31785719,5.719818145,37.818,
Cameroon,CM,CMR,120,Moderate food poverty,2011,51.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CM,CMR,120,2011,20232304,1297.306496,30327885739,2.939699463,57.133,1.135888892,29.73959214,3.379211285,39.368,
"Congo, the Democratic Republic of the",CD,COD,180,Moderate food poverty,2013,51.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CD,COD,180,2013,75789395,427.4585204,29868626862,0.808223101,57.762,1.146177977,4.17663824,8.481956636,44.229,
Haiti,HT,HTI,332,Moderate food poverty,2012,51.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,HT,HTI,332,2012,10069771,1354.885461,13763468551,5.018041554,62.291,,18.04955731,0.502424404,26.595,
Malawi,MW,MWI,454,Moderate food poverty,2010,51.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MW,MWI,454,2010,14826463,508.0886505,10021166894,7.411590929,56.381,0.718201024,,6.874065854,40.825,
Cambodia,KH,KHM,116,Moderate food poverty,2005,51.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KH,KHM,116,2005,13439202,866.3402901,6778969374,6.61525912,64.293,1.127579071,27.19978905,13.30333384,25.191,0.6
Cameroon,CM,CMR,120,Moderate food poverty,2018,51.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CM,CMR,120,2018,24806383,1461.0197,39216305348,1.068858113,61.18,1.076009818,,3.955514239,36.716,
Guinea-Bissau,GW,GNB,624,Moderate food poverty,2014,51.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GW,GNB,624,2014,1741122,623.6101591,1172586040,-1.509244606,58.61,1.893804361,,0.964525746,36.472,
Zambia,ZM,ZMB,894,Moderate food poverty,2013,51.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZM,ZMB,894,2013,15398997,1280.770122,26888392774,6.977676055,59.878,1.434429086,10.5633241,5.05753695,39.507,
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2015,51.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZW,ZWE,716,2015,14399013,1386.422847,17604879500,-2.430968424,59.591,1.886308779,,2.023649996,33.96,
Cameroon,CM,CMR,120,Moderate food poverty,2014,51.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CM,CMR,120,2014,22059893,1381.819385,35703010550,1.854898504,58.935,1.104979623,38.31785719,5.719818145,37.818,
"Congo, the Democratic Republic of the",CD,COD,180,Moderate food poverty,2017,51.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CD,COD,180,2017,87083398,462.4829209,36945658211,,59.411,0.770467136,,3.726947659,43.251,
Haiti,HT,HTI,332,Moderate food poverty,2012,51.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,HT,HTI,332,2012,10069771,1354.885461,13763468551,5.018041554,62.291,,18.04955731,0.502424404,26.595,
Malawi,MW,MWI,454,Moderate food poverty,2010,51.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MW,MWI,454,2010,14826463,508.0886505,10021166894,7.411590929,56.381,0.718201024,,6.874065854,40.825,
Burkina Faso,BF,BFA,854,Moderate food poverty,2020,51.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BF,BFA,854,2020,21478690,713.8421779,17105876297,1.884439938,59.731,2.132018076,,2.010772624,36.085,0.2
Chad,TD,TCD,148,Moderate food poverty,2020,51.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TD,TCD,148,2020,17224679,601.325556,10561570204,4.464144372,52.777,3.005164419,,-1.600006737,43.849,
Congo,CG,COG,178,Moderate food poverty,2014,51.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CG,COG,178,2014,4975880,2488.681185,18182185024,0.912139545,62.95,3.940357267,40.48060338,6.646065409,35.527,
Niger,NE,NER,562,Moderate food poverty,2018,51.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NE,NER,562,2018,22188069,519.5469935,13405990161,2.96760366,62.454,1.793808817,,7.211418028,46.127,0.24
Cameroon,CM,CMR,120,Moderate food poverty,2014,51.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CM,CMR,120,2014,22059893,1381.819385,35703010550,1.854898504,58.935,1.104979623,38.31785719,5.719818145,37.818,
Mongolia,MN,MNG,496,Moderate food poverty,2018,51.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MN,MNG,496,2018,3208189,4183.855664,11943636998,6.824247901,71.199,0.668952463,,7.74488062,23.836,7.86
Mongolia,MN,MNG,496,Moderate food poverty,2018,51.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MN,MNG,496,2018,3208189,4183.855664,11943636998,6.824247901,71.199,0.668952463,,7.74488062,23.836,7.86
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2015,51.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZW,ZWE,716,2015,14399013,1386.422847,17604879500,-2.430968424,59.591,1.886308779,,2.023649996,33.96,
Chad,TD,TCD,148,Moderate food poverty,2020,50.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TD,TCD,148,2020,17224679,601.325556,10561570204,4.464144372,52.777,3.005164419,,-1.600006737,43.849,
Senegal,SN,SEN,686,Moderate food poverty,2013,50.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2013,13710849,1147.385922,18595820749,0.710245487,66.072,1.251701256,52.17270771,2.412385276,36.817,
Togo,TG,TGO,768,Moderate food poverty,2017,50.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TG,TGO,768,2017,8057140,774.2769091,6392420307,-0.981889869,60.154,1.874542288,,4.008133262,33.656,0.65
Togo,TG,TGO,768,Moderate food poverty,2017,50.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TG,TGO,768,2017,8057140,774.2769091,6392420307,-0.981889869,60.154,1.874542288,,4.008133262,33.656,0.65
Togo,TG,TGO,768,Moderate food poverty,2017,50.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TG,TGO,768,2017,8057140,774.2769091,6392420307,-0.981889869,60.154,1.874542288,,4.008133262,33.656,0.65
Mongolia,MN,MNG,496,Moderate food poverty,2016,50.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MN,MNG,496,2016,3088856,3817.919627,10260106002,0.733272227,69.865,0.863910995,,1.489784487,25.365,7.58
Mongolia,MN,MNG,496,Moderate food poverty,2018,50.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MN,MNG,496,2018,3208189,4183.855664,11943636998,6.824247901,71.199,0.668952463,,7.74488062,23.836,7.86
Senegal,SN,SEN,686,Moderate food poverty,2014,50.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2014,14152102,1180.798711,19408861677,-1.090255074,66.452,1.213366003,53.90911721,6.224074438,36.322,
Haiti,HT,HTI,332,Moderate food poverty,2006,50.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,HT,HTI,332,2006,9216562,1305.038138,7645355508,11.34521522,60.763,,19.38001494,1.768750603,28.613,
Yemen,YE,YEM,887,Moderate food poverty,2021,50.6,Male,Units,%,Reported,,Middle of fieldwork,6 to 23 months old,YE,YEM,887,2021,37140230,916.1298925,,,63.753,,,,30.544,
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2010,50.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZW,ZWE,716,2010,13356548,1054.397915,11074562500,3.022670025,50.652,0.816251453,24.8557054,21.45206092,37.056,1.85
Yemen,YE,YEM,887,Moderate food poverty,2013,50.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,YE,YEM,887,2013,29312952,2014.72888,38599633436,10.96844215,67.545,4.079527404,98.48850274,4.823519067,34.794,0.6
Zambia,ZM,ZMB,894,Moderate food poverty,2013,50.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZM,ZMB,894,2013,15398997,1280.770122,26888392774,6.977676055,59.878,1.434429086,10.5633241,5.05753695,39.507,
Cameroon,CM,CMR,120,Moderate food poverty,2011,50.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CM,CMR,120,2011,20232304,1297.306496,30327885739,2.939699463,57.133,1.135888892,29.73959214,3.379211285,39.368,
Chad,TD,TCD,148,Moderate food poverty,2020,50.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TD,TCD,148,2020,17224679,601.325556,10561570204,4.464144372,52.777,3.005164419,,-1.600006737,43.849,
Comoros,KM,COM,174,Moderate food poverty,2012,50.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KM,COM,174,2012,681630,1313.581948,1014150823,6.314744503,61.834,,,3.168409869,33.408,
Senegal,SN,SEN,686,Moderate food poverty,2013,50.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2013,13710849,1147.385922,18595820749,0.710245487,66.072,1.251701256,52.17270771,2.412385276,36.817,
Senegal,SN,SEN,686,Moderate food poverty,2014,50.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2014,14152102,1180.798711,19408861677,-1.090255074,66.452,1.213366003,53.90911721,6.224074438,36.322,
India,IN,IND,356,Moderate food poverty,2006,50.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,IN,IND,356,2006,1172878890,1008.232753,9.33E+11,5.796523376,65.412,2.68038156,66.80567371,8.060732572,23.22,1.92
Suriname,SR,SUR,740,Moderate food poverty,2018,50.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SR,SUR,740,2018,599513,8666.648707,3608698867,,72.553,,,4.948271085,18.577,2.88
"Congo, the Democratic Republic of the",CD,COD,180,Moderate food poverty,2017,49.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CD,COD,180,2017,87083398,462.4829209,36945658211,,59.411,0.770467136,,3.726947659,43.251,
Mongolia,MN,MNG,496,Moderate food poverty,2013,49.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MN,MNG,496,2013,2899011,3628.907081,11871513599,10.49065676,68.585,0.82231149,92.69368408,11.64891619,26.333,6.98
Burkina Faso,BF,BFA,854,Moderate food poverty,2021,49.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BF,BFA,854,2021,21995243,745.4725634,18774177401,3.653532872,59.27,2.322656672,,6.942524926,35.541,
Niger,NE,NER,562,Moderate food poverty,2018,49.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NE,NER,562,2018,22188069,519.5469935,13405990161,2.96760366,62.454,1.793808817,,7.211418028,46.127,0.24
Madagascar,MG,MDG,450,Moderate food poverty,2021,49.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MG,MDG,450,2021,29691083,436.0900647,14294802413,5.812251188,64.485,0.692132177,,5.739615739,30.949,
Madagascar,MG,MDG,450,Moderate food poverty,2021,49.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MG,MDG,450,2021,29691083,436.0900647,14294802413,5.812251188,64.485,0.692132177,,5.739615739,30.949,
Senegal,SN,SEN,686,Moderate food poverty,2013,49.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2013,13710849,1147.385922,18595820749,0.710245487,66.072,1.251701256,52.17270771,2.412385276,36.817,
Senegal,SN,SEN,686,Moderate food poverty,2014,49.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2014,14152102,1180.798711,19408861677,-1.090255074,66.452,1.213366003,53.90911721,6.224074438,36.322,
Yemen,YE,YEM,887,Moderate food poverty,2021,49.6,Total,Units,%,Reported,,Middle of fieldwork,6 to 23 months old,YE,YEM,887,2021,37140230,916.1298925,,,63.753,,,,30.544,
Madagascar,MG,MDG,450,Moderate food poverty,2021,49.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MG,MDG,450,2021,29691083,436.0900647,14294802413,5.812251188,64.485,0.692132177,,5.739615739,30.949,
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2005,49.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZW,ZWE,716,2005,12483432,1082.841899,3986470800,,44.768,1.452575724,30.30676864,-5.711083707,34.947,
Armenia,AM,ARM,51,Moderate food poverty,2016,49.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,AM,ARM,51,2016,2992300,3533.885036,10791195837,-1.403607559,74.664,4.090349217,,0.2,14.504,4.36
Burkina Faso,BF,BFA,854,Moderate food poverty,2021,49.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BF,BFA,854,2021,21995243,745.4725634,18774177401,3.653532872,59.27,2.322656672,,6.942524926,35.541,
Haiti,HT,HTI,332,Moderate food poverty,2017,49.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,HT,HTI,332,2017,10817754,1432.672286,15151864668,10.68008872,63.854,0.043645926,,2.510271345,24.98,
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2019,49.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ST,STP,678,2019,213392,1420.660083,412519347.9,7.720245252,68.523,,,2.014316721,28.917,2.89
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2005,49.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZW,ZWE,716,2005,12483432,1082.841899,3986470800,,44.768,1.452575724,30.30676864,-5.711083707,34.947,
India,IN,IND,356,Moderate food poverty,2006,49.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,IN,IND,356,2006,1172878890,1008.232753,9.33E+11,5.796523376,65.412,2.68038156,66.80567371,8.060732572,23.22,1.92
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2014,49,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KG,KGZ,417,2014,5905847.5,1088.582234,7159302171,7.534247298,70.40243902,1.713569023,75.47621896,4.024038631,27.7,4.74
Liberia,LR,LBR,430,Moderate food poverty,2019,48.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LR,LBR,430,2019,5043721,636.6993848,2965834700,26.96627602,61.104,0.940305254,,-2.467297635,32.181,
Liberia,LR,LBR,430,Moderate food poverty,2019,48.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LR,LBR,430,2019,5043721,636.6993848,2965834700,26.96627602,61.104,0.940305254,,-2.467297635,32.181,
Malawi,MW,MWI,454,Moderate food poverty,2015,48.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MW,MWI,454,2015,17085587,539.6053632,8999698475,21.86734755,61.378,0.450825678,,2.800000001,35.767,
Togo,TG,TGO,768,Moderate food poverty,2014,48.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TG,TGO,768,2014,7472450,730.2915254,6439476564,0.190875076,58.853,1.818288863,17.80063303,5.633240218,34.827,0.63
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2005,48.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZW,ZWE,716,2005,12483432,1082.841899,3986470800,,44.768,1.452575724,30.30676864,-5.711083707,34.947,
Liberia,LR,LBR,430,Moderate food poverty,2019,48.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LR,LBR,430,2019,5043721,636.6993848,2965834700,26.96627602,61.104,0.940305254,,-2.467297635,32.181,
Cameroon,CM,CMR,120,Moderate food poverty,2011,48.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CM,CMR,120,2011,20232304,1297.306496,30327885739,2.939699463,57.133,1.135888892,29.73959214,3.379211285,39.368,
Ivory Coast,CI,CIV,384,Moderate food poverty,2016,48.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CI,CIV,384,2016,25989405,1889.277779,47331529983,0.723178458,58.06,1.257379624,,7.17275964,35.959,
Ethiopia,ET,ETH,231,Moderate food poverty,2005,48.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ET,ETH,231,2005,78367470,302.4750227,12365354408,9.969971235,54.008,2.812218375,4.093588189,11.81876595,40.997,
Ethiopia,ET,ETH,231,Moderate food poverty,2005,48.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ET,ETH,231,2005,78367470,302.4750227,12365354408,9.969971235,54.008,2.812218375,4.093588189,11.81876595,40.997,
Togo,TG,TGO,768,Moderate food poverty,2014,48.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TG,TGO,768,2014,7472450,730.2915254,6439476564,0.190875076,58.853,1.818288863,17.80063303,5.633240218,34.827,0.63
Yemen,YE,YEM,887,Moderate food poverty,2021,48.6,Female,Units,%,Reported,,Middle of fieldwork,6 to 23 months old,YE,YEM,887,2021,37140230,916.1298925,,,63.753,,,,30.544,
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2010,48.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ZW,ZWE,716,2010,13356548,1054.397915,11074562500,3.022670025,50.652,0.816251453,24.8557054,21.45206092,37.056,1.85
Burkina Faso,BF,BFA,854,Moderate food poverty,2021,48.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BF,BFA,854,2021,21995243,745.4725634,18774177401,3.653532872,59.27,2.322656672,,6.942524926,35.541,
Ethiopia,ET,ETH,231,Moderate food poverty,2005,48.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ET,ETH,231,2005,78367470,302.4750227,12365354408,9.969971235,54.008,2.812218375,4.093588189,11.81876595,40.997,
Pakistan,PK,PAK,586,Moderate food poverty,2013,48.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PK,PAK,586,2013,211073978,1309.700804,2.55E+11,7.692156119,65.15,3.088020035,59.2801424,4.36686505,31.181,0.48
Yemen,YE,YEM,887,Moderate food poverty,2013,48.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,YE,YEM,887,2013,29312952,2014.72888,38599633436,10.96844215,67.545,4.079527404,98.48850274,4.823519067,34.794,0.6
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2014,48.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KG,KGZ,417,2014,5905847.5,1088.582234,7159302171,7.534247298,70.40243902,1.713569023,75.47621896,4.024038631,27.7,4.74
Suriname,SR,SUR,740,Moderate food poverty,2018,48.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SR,SUR,740,2018,599513,8666.648707,3608698867,,72.553,,,4.948271085,18.577,2.88
Liberia,LR,LBR,430,Moderate food poverty,2007,48.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LR,LBR,430,2007,3669050,574.6093943,1218799900,11.39189668,58.285,0.311075183,,9.535275363,40.863,
Togo,TG,TGO,768,Moderate food poverty,2014,48.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TG,TGO,768,2014,7472450,730.2915254,6439476564,0.190875076,58.853,1.818288863,17.80063303,5.633240218,34.827,0.63
Benin,BJ,BEN,204,Moderate food poverty,2014,48.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BJ,BEN,204,2014,11030004,1014.433006,13223585565,-0.548757551,59.125,0.700924949,36.72458133,6.357679098,39.192,0.46
Ghana,GH,GHA,288,Moderate food poverty,2014,48.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GH,GHA,288,2014,28041592,1725.293876,51920567774,15.48961603,63.045,0.484989051,52.54306013,2.856240163,31.834,0.71
Mongolia,MN,MNG,496,Moderate food poverty,2013,48.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MN,MNG,496,2013,2899011,3628.907081,11871513599,10.49065676,68.585,0.82231149,92.69368408,11.64891619,26.333,6.98
Ivory Coast,CI,CIV,384,Moderate food poverty,2016,48.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CI,CIV,384,2016,25989405,1889.277779,47331529983,0.723178458,58.06,1.257379624,,7.17275964,35.959,
Kenya,KE,KEN,404,Moderate food poverty,2022,48.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KE,KEN,404,2022,54252461,1747.531988,1.13E+11,7.659862683,62.055,1.0102052,,4.859981043,27.54,
Malawi,MW,MWI,454,Moderate food poverty,2015,48.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MW,MWI,454,2015,17085587,539.6053632,8999698475,21.86734755,61.378,0.450825678,,2.800000001,35.767,
India,IN,IND,356,Moderate food poverty,2006,48,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,IN,IND,356,2006,1172878890,1008.232753,9.33E+11,5.796523376,65.412,2.68038156,66.80567371,8.060732572,23.22,1.92
Ivory Coast,CI,CIV,384,Moderate food poverty,2016,47.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CI,CIV,384,2016,25989405,1889.277779,47331529983,0.723178458,58.06,1.257379624,,7.17275964,35.959,
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2014,47.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KG,KGZ,417,2014,5905847.5,1088.582234,7159302171,7.534247298,70.40243902,1.713569023,75.47621896,4.024038631,27.7,4.74
Gabon,GA,GAB,266,Moderate food poverty,2012,47.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GA,GAB,266,2012,1846889,6803.226681,15456970451,2.652418287,64.587,1.619804648,30.69468887,5.251076918,32.718,
